sequence_number_1based,sample_index_0based,label_excel_row,sample_id,modality,raw_video_duration_s,aligned_start_s,aligned_end_s,feature_dimension,fixed_sequence_length,valid_sequence_length,available_positions,alignment_granularity,alignment_method,raw_video_path,modality_source_path,feature_sha256
64,63,65,-wny0OAz3g8$_$9,语音,6.213021,0.510000,5.550000,74,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__9.wav,8d94557b927a90849985cd4d4595f45cfd1863a296daa0544870cf8de107384b
64,63,65,-wny0OAz3g8$_$9,视觉,6.213021,0.510000,5.550000,35,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__9/9.csv,8d94557b927a90849985cd4d4595f45cfd1863a296daa0544870cf8de107384b
65,64,66,-571d8cVauQ$_$0,文本,5.066667,1.080000,4.510000,768,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__0.lab,2557664290b4e4ec6447b366cfd22db60b8454a30a577a0390271b2d2e004bb5
65,64,66,-571d8cVauQ$_$0,语音,5.066667,1.080000,4.510000,74,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__0.wav,2557664290b4e4ec6447b366cfd22db60b8454a30a577a0390271b2d2e004bb5
65,64,66,-571d8cVauQ$_$0,视觉,5.066667,1.080000,4.510000,35,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-571d8cVauQ__0/0.csv,2557664290b4e4ec6447b366cfd22db60b8454a30a577a0390271b2d2e004bb5
66,65,67,-571d8cVauQ$_$5,文本,15.272982,0.500000,14.570000,768,50,43,43,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__5.lab,19b71fa8096126c1ae068d7b49cb71161974741e8bc66b1ce1c57dcf3c0b1aa0
66,65,67,-571d8cVauQ$_$5,语音,15.272982,0.500000,14.570000,74,50,43,43,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__5.wav,19b71fa8096126c1ae068d7b49cb71161974741e8bc66b1ce1c57dcf3c0b1aa0
66,65,67,-571d8cVauQ$_$5,视觉,15.272982,0.500000,14.570000,35,50,43,43,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-571d8cVauQ__5/5.csv,19b71fa8096126c1ae068d7b49cb71161974741e8bc66b1ce1c57dcf3c0b1aa0
67,66,68,-I_e4mIh0yE$_$1,文本,7.622005,0.760000,6.920000,768,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__1.lab,3eec63d020d753b31853adf6d736e78b71519e8b088443b770c5d0d51efa70cd
67,66,68,-I_e4mIh0yE$_$1,语音,7.622005,0.760000,6.920000,74,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__1.wav,3eec63d020d753b31853adf6d736e78b71519e8b088443b770c5d0d51efa70cd
67,66,68,-I_e4mIh0yE$_$1,视觉,7.622005,0.760000,6.920000,35,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-I_e4mIh0yE__1/1.csv,3eec63d020d753b31853adf6d736e78b71519e8b088443b770c5d0d51efa70cd
68,67,69,-I_e4mIh0yE$_$3,文本,9.163021,0.520000,8.470000,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__3.lab,87e104e5849b21423588ebbc907d95165307c10e44374be30e16e9743447a78e
68,67,69,-I_e4mIh0yE$_$3,语音,9.163021,0.520000,8.470000,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__3.wav,87e104e5849b21423588ebbc907d95165307c10e44374be30e16e9743447a78e
68,67,69,-I_e4mIh0yE$_$3,视觉,9.163021,0.520000,8.470000,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-I_e4mIh0yE__3/3.csv,87e104e5849b21423588ebbc907d95165307c10e44374be30e16e9743447a78e
69,68,70,-UacrmKiTn4$_$10,文本,7.361979,0.490000,6.720000,768,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UacrmKiTn4__10.lab,6f86a8e7c3dbbbb3af0654562782a8abd76d14deb9060523e579a4db7714818b
69,68,70,-UacrmKiTn4$_$10,语音,7.361979,0.490000,6.720000,74,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UacrmKiTn4__10.wav,6f86a8e7c3dbbbb3af0654562782a8abd76d14deb9060523e579a4db7714818b
69,68,70,-UacrmKiTn4$_$10,视觉,7.361979,0.490000,6.720000,35,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UacrmKiTn4__10/10.csv,6f86a8e7c3dbbbb3af0654562782a8abd76d14deb9060523e579a4db7714818b
70,69,71,-UacrmKiTn4$_$4,文本,4.741016,0.500000,4.190000,768,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UacrmKiTn4__4.lab,db8538dc9ac4341e3d25ab9c097f0a09f217d9e7177846193f3058ce4cb8f2b2
70,69,71,-UacrmKiTn4$_$4,语音,4.741016,0.500000,4.190000,74,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UacrmKiTn4__4.wav,db8538dc9ac4341e3d25ab9c097f0a09f217d9e7177846193f3058ce4cb8f2b2
70,69,71,-UacrmKiTn4$_$4,视觉,4.741016,0.500000,4.190000,35,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UacrmKiTn4__4/4.csv,db8538dc9ac4341e3d25ab9c097f0a09f217d9e7177846193f3058ce4cb8f2b2
71,70,72,-hnBHBN8p5A$_$7,文本,7.372000,0.000000,6.210000,768,50,13,13,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-hnBHBN8p5A__7.lab,f9f6e9dd2d62d309ba1352284b100bdbd346c537da7d1577a8cffc0027bec817
71,70,72,-hnBHBN8p5A$_$7,语音,7.372000,0.000000,6.210000,74,50,13,13,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-hnBHBN8p5A__7.wav,f9f6e9dd2d62d309ba1352284b100bdbd346c537da7d1577a8cffc0027bec817
71,70,72,-hnBHBN8p5A$_$7,视觉,7.372000,0.000000,6.210000,35,50,13,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-hnBHBN8p5A__7/7.csv,f9f6e9dd2d62d309ba1352284b100bdbd346c537da7d1577a8cffc0027bec817
72,71,73,-hnBHBN8p5A$_$6,文本,6.401000,0.370000,6.300000,768,50,13,13,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-hnBHBN8p5A__6.lab,537b97f42a75476a2c6926a97dd3382ee1038e8de8370a5acfb62b72036e8837
72,71,73,-hnBHBN8p5A$_$6,语音,6.401000,0.370000,6.300000,74,50,13,13,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-hnBHBN8p5A__6.wav,537b97f42a75476a2c6926a97dd3382ee1038e8de8370a5acfb62b72036e8837
72,71,73,-hnBHBN8p5A$_$6,视觉,6.401000,0.370000,6.300000,35,50,13,13,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-hnBHBN8p5A__6/6.csv,537b97f42a75476a2c6926a97dd3382ee1038e8de8370a5acfb62b72036e8837
73,72,74,-qDkUB0GgYY$_$6,文本,4.677995,0.500000,4.090000,768,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-qDkUB0GgYY__6.lab,972e580215d4749557952f888b9ac7e3c2a4cd1c51547da829fadc61898854da
73,72,74,-qDkUB0GgYY$_$6,语音,4.677995,0.500000,4.090000,74,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-qDkUB0GgYY__6.wav,972e580215d4749557952f888b9ac7e3c2a4cd1c51547da829fadc61898854da
73,72,74,-qDkUB0GgYY$_$6,视觉,4.677995,0.500000,4.090000,35,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-qDkUB0GgYY__6/6.csv,972e580215d4749557952f888b9ac7e3c2a4cd1c51547da829fadc61898854da
74,73,75,-uywlfIYOS8$_$4,文本,6.044987,0.000000,5.380000,768,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-uywlfIYOS8__4.lab,23e74ca376c9e3d7002f039ef4de2c193738541502c3ab673b6e5cc34d91e1a8
74,73,75,-uywlfIYOS8$_$4,语音,6.044987,0.000000,5.380000,74,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-uywlfIYOS8__4.wav,23e74ca376c9e3d7002f039ef4de2c193738541502c3ab673b6e5cc34d91e1a8
74,73,75,-uywlfIYOS8$_$4,视觉,6.044987,0.000000,5.380000,35,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-uywlfIYOS8__4/4.csv,23e74ca376c9e3d7002f039ef4de2c193738541502c3ab673b6e5cc34d91e1a8
75,74,76,-6rXp3zJ3kc$_$8,文本,12.805013,0.000000,12.240000,768,50,34,34,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-6rXp3zJ3kc__8.lab,379e0d9609e2abd7478b19406c39e2c1213a10afc699b2747d3ef0d78e222cbe
75,74,76,-6rXp3zJ3kc$_$8,语音,12.805013,0.000000,12.240000,74,50,34,34,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-6rXp3zJ3kc__8.wav,379e0d9609e2abd7478b19406c39e2c1213a10afc699b2747d3ef0d78e222cbe
75,74,76,-6rXp3zJ3kc$_$8,视觉,12.805013,0.000000,12.240000,35,50,34,34,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-6rXp3zJ3kc__8/8.csv,379e0d9609e2abd7478b19406c39e2c1213a10afc699b2747d3ef0d78e222cbe
76,75,77,-9y-fZ3swSY$_$0,文本,6.833333,0.000000,6.560000,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__0.lab,8955efef5b9214c13bef0fe74539fbf336ddb0960a393fa42690ec5fdf89bfde
76,75,77,-9y-fZ3swSY$_$0,语音,6.833333,0.000000,6.560000,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__0.wav,8955efef5b9214c13bef0fe74539fbf336ddb0960a393fa42690ec5fdf89bfde
76,75,77,-9y-fZ3swSY$_$0,视觉,6.833333,0.000000,6.560000,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-9y-fZ3swSY__0/0.csv,8955efef5b9214c13bef0fe74539fbf336ddb0960a393fa42690ec5fdf89bfde
77,76,78,-9y-fZ3swSY$_$4,文本,2.821029,0.300000,2.630000,768,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__4.lab,d470a1cad6ecb61b7ddd6a0a9fa1dc1a5aa597d32874ddbfe065181117385d72
77,76,78,-9y-fZ3swSY$_$4,语音,2.821029,0.300000,2.630000,74,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__4.wav,d470a1cad6ecb61b7ddd6a0a9fa1dc1a5aa597d32874ddbfe065181117385d72
77,76,78,-9y-fZ3swSY$_$4,视觉,2.821029,0.300000,2.630000,35,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-9y-fZ3swSY__4/4.csv,d470a1cad6ecb61b7ddd6a0a9fa1dc1a5aa597d32874ddbfe065181117385d72
78,77,79,-9y-fZ3swSY$_$8,文本,4.988997,0.000000,4.460000,768,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__8.lab,7743db11a5c275d776c447f4346600a4e92a4349eecbf1b3b9a90a6864bdce39
78,77,79,-9y-fZ3swSY$_$8,语音,4.988997,0.000000,4.460000,74,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-9y-fZ3swSY__8.wav,7743db11a5c275d776c447f4346600a4e92a4349eecbf1b3b9a90a6864bdce39
78,77,79,-9y-fZ3swSY$_$8,视觉,4.988997,0.000000,4.460000,35,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-9y-fZ3swSY__8/8.csv,7743db11a5c275d776c447f4346600a4e92a4349eecbf1b3b9a90a6864bdce39
79,78,80,-AUZQgSxyPQ$_$2,文本,22.511003,0.490000,21.879999,768,50,41,41,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-AUZQgSxyPQ__2.lab,63b9be620e11339bcf5a1ca93fdbc82ca6c1c2b924f2dc76ae8f1aea344d835f
79,78,80,-AUZQgSxyPQ$_$2,语音,22.511003,0.490000,21.879999,74,50,41,41,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-AUZQgSxyPQ__2.wav,63b9be620e11339bcf5a1ca93fdbc82ca6c1c2b924f2dc76ae8f1aea344d835f
79,78,80,-AUZQgSxyPQ$_$2,视觉,22.511003,0.490000,21.879999,35,50,41,41,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-AUZQgSxyPQ__2/2.csv,63b9be620e11339bcf5a1ca93fdbc82ca6c1c2b924f2dc76ae8f1aea344d835f
80,79,81,-HeZS2-Prhc$_$2,文本,8.261979,0.000000,7.630000,768,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-HeZS2-Prhc__2.lab,295da785ba9aa93a791617a368c63c34b23c7ace6b9ea1a8bde207d5a69ec1f6
80,79,81,-HeZS2-Prhc$_$2,语音,8.261979,0.000000,7.630000,74,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-HeZS2-Prhc__2.wav,295da785ba9aa93a791617a368c63c34b23c7ace6b9ea1a8bde207d5a69ec1f6
80,79,81,-HeZS2-Prhc$_$2,视觉,8.261979,0.000000,7.630000,35,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-HeZS2-Prhc__2/2.csv,295da785ba9aa93a791617a368c63c34b23c7ace6b9ea1a8bde207d5a69ec1f6
81,80,82,-MeTTeMJBNc$_$0,文本,9.300000,0.950000,8.770000,768,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__0.lab,69074f797ce266944c8ccd4e85dfada2debbd98408304ed997d030f537696de6
81,80,82,-MeTTeMJBNc$_$0,语音,9.300000,0.950000,8.770000,74,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__0.wav,69074f797ce266944c8ccd4e85dfada2debbd98408304ed997d030f537696de6
81,80,82,-MeTTeMJBNc$_$0,视觉,9.300000,0.950000,8.770000,35,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-MeTTeMJBNc__0/0.csv,69074f797ce266944c8ccd4e85dfada2debbd98408304ed997d030f537696de6
82,81,83,-MeTTeMJBNc$_$13,文本,5.430013,0.000000,4.990000,768,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__13.lab,70af1a91b58db89e2040b4928c3138bd30d44f2166794de38aa8cea5e9f6ac40
82,81,83,-MeTTeMJBNc$_$13,语音,5.430013,0.000000,4.990000,74,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__13.wav,70af1a91b58db89e2040b4928c3138bd30d44f2166794de38aa8cea5e9f6ac40
82,81,83,-MeTTeMJBNc$_$13,视觉,5.430013,0.000000,4.990000,35,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-MeTTeMJBNc__13/13.csv,70af1a91b58db89e2040b4928c3138bd30d44f2166794de38aa8cea5e9f6ac40
83,82,84,-MeTTeMJBNc$_$7,文本,10.516992,0.520000,9.850000,768,50,31,31,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__7.lab,c8c0a191b8d2e4bb3effc2b5cca84fa60b7316e796955231631ca5f919bcdd59
83,82,84,-MeTTeMJBNc$_$7,语音,10.516992,0.520000,9.850000,74,50,31,31,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-MeTTeMJBNc__7.wav,c8c0a191b8d2e4bb3effc2b5cca84fa60b7316e796955231631ca5f919bcdd59
83,82,84,-MeTTeMJBNc$_$7,视觉,10.516992,0.520000,9.850000,35,50,31,31,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-MeTTeMJBNc__7/7.csv,c8c0a191b8d2e4bb3effc2b5cca84fa60b7316e796955231631ca5f919bcdd59
84,83,85,-RfYyzHpjk4$_$11,文本,5.238997,0.600000,4.540000,768,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__11.lab,60dd92c4cea18c043c027f9e1ce9155fd9789f0437ae87e1cbffe21190d2d6d3
84,83,85,-RfYyzHpjk4$_$11,语音,5.238997,0.600000,4.540000,74,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__11.wav,60dd92c4cea18c043c027f9e1ce9155fd9789f0437ae87e1cbffe21190d2d6d3
84,83,85,-RfYyzHpjk4$_$11,视觉,5.238997,0.600000,4.540000,35,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-RfYyzHpjk4__11/11.csv,60dd92c4cea18c043c027f9e1ce9155fd9789f0437ae87e1cbffe21190d2d6d3
85,84,86,-RfYyzHpjk4$_$8,文本,4.588997,0.500000,3.990000,768,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__8.lab,96b4f83f7337d59b5cf912a1ab1334a82b32c1b92cbd154ddb00d3881dcbe1a7
